Treatment Function Code,Metric,Category,Waiting Bands,Count
General Surgery Service,IMD,2,Total,35840
General Surgery Service,IMD,3,Unknown Clock Start,25
General Surgery Service,IMD,3,01 To 18 Weeks,20080
General Surgery Service,IMD,3,18 To 52 Weeks,13920
General Surgery Service,IMD,3,Over 52 Weeks,1150
General Surgery Service,IMD,3,Total,35170
General Surgery Service,IMD,4,Unknown Clock Start,40
General Surgery Service,IMD,4,01 To 18 Weeks,18980
General Surgery Service,IMD,4,18 To 52 Weeks,13180
General Surgery Service,IMD,4,Over 52 Weeks,1100
General Surgery Service,IMD,4,Total,33295
General Surgery Service,IMD,5,Unknown Clock Start,30
General Surgery Service,IMD,5,01 To 18 Weeks,19020
General Surgery Service,IMD,5,18 To 52 Weeks,12945
General Surgery Service,IMD,5,Over 52 Weeks,1095
General Surgery Service,IMD,5,Total,33090
General Surgery Service,IMD,6,Unknown Clock Start,40
General Surgery Service,IMD,6,01 To 18 Weeks,18710
General Surgery Service,IMD,6,18 To 52 Weeks,12560
General Surgery Service,IMD,6,Over 52 Weeks,1000
General Surgery Service,IMD,6,Total,32315
General Surgery Service,IMD,7,Unknown Clock Start,40
General Surgery Service,IMD,7,01 To 18 Weeks,18115
General Surgery Service,IMD,7,18 To 52 Weeks,11840
General Surgery Service,IMD,7,Over 52 Weeks,900
General Surgery Service,IMD,7,Total,30900
General Surgery Service,IMD,8,Unknown Clock Start,40
General Surgery Service,IMD,8,01 To 18 Weeks,18005
General Surgery Service,IMD,8,18 To 52 Weeks,12000
General Surgery Service,IMD,8,Over 52 Weeks,905
General Surgery Service,IMD,8,Total,30955
General Surgery Service,IMD,9,Unknown Clock Start,25
General Surgery Service,IMD,9,01 To 18 Weeks,16880
General Surgery Service,IMD,9,18 To 52 Weeks,11165
General Surgery Service,IMD,9,Over 52 Weeks,865
General Surgery Service,IMD,9,Total,28940
General Surgery Service,Sex,Female,Unknown Clock Start,115
General Surgery Service,Sex,Female,01 To 18 Weeks,91630
General Surgery Service,Sex,Female,18 To 52 Weeks,59255
General Surgery Service,Sex,Female,Over 52 Weeks,4815
General Surgery Service,Sex,Female,Total,155815
General Surgery Service,Sex,Male,Unknown Clock Start,175
General Surgery Service,Sex,Male,01 To 18 Weeks,91600
General Surgery Service,Sex,Male,18 To 52 Weeks,64130
General Surgery Service,Sex,Male,Over 52 Weeks,5165
General Surgery Service,Sex,Male,Total,161070
Gynaecology Service,Age,0-18 Years,Unknown Clock Start,*
Gynaecology Service,Age,0-18 Years,01 To 18 Weeks,7060
Gynaecology Service,Age,0-18 Years,18 To 52 Weeks,5405
Gynaecology Service,Age,0-18 Years,Over 52 Weeks,265
Gynaecology Service,Age,0-18 Years,Total,12735
Gynaecology Service,Age,19-64 Years,Unknown Clock Start,900
Gynaecology Service,Age,19-64 Years,01 To 18 Weeks,265270
Gynaecology Service,Age,19-64 Years,18 To 52 Weeks,199035
Gynaecology Service,Age,19-64 Years,Over 52 Weeks,16670
Gynaecology Service,Age,19-64 Years,Total,481875
Gynaecology Service,Age,Over 65 Years,Unknown Clock Start,95
Gynaecology Service,Age,Over 65 Years,01 To 18 Weeks,35795
Gynaecology Service,Age,Over 65 Years,18 To 52 Weeks,23930
Gynaecology Service,Age,Over 65 Years,Over 52 Weeks,2095
Gynaecology Service,Age,Over 65 Years,Total,61915
Gynaecology Service,Ethnicity,99: Not known,Unknown Clock Start,*
Gynaecology Service,Ethnicity,99: Not known,01 To 18 Weeks,14520
Gynaecology Service,Ethnicity,99: Not known,18 To 52 Weeks,7740
Gynaecology Service,Ethnicity,99: Not known,Over 52 Weeks,425
Gynaecology Service,Ethnicity,99: Not known,Total,22685
Gynaecology Service,Ethnicity,A: British,Unknown Clock Start,825
Gynaecology Service,Ethnicity,A: British,01 To 18 Weeks,206235
Gynaecology Service,Ethnicity,A: British,18 To 52 Weeks,150730
Gynaecology Service,Ethnicity,A: British,Over 52 Weeks,12770
Gynaecology Service,Ethnicity,A: British,Total,370560
Gynaecology Service,Ethnicity,B: Irish,Unknown Clock Start,*
Gynaecology Service,Ethnicity,B: Irish,01 To 18 Weeks,1570
Gynaecology Service,Ethnicity,B: Irish,18 To 52 Weeks,1070
Gynaecology Service,Ethnicity,B: Irish,Over 52 Weeks,85
Gynaecology Service,Ethnicity,B: Irish,Total,2730
Gynaecology Service,Ethnicity,C: Any other white background,Unknown Clock Start,45
Gynaecology Service,Ethnicity,C: Any other white background,01 To 18 Weeks,23275
Gynaecology Service,Ethnicity,C: Any other white background,18 To 52 Weeks,17110
Gynaecology Service,Ethnicity,C: Any other white background,Over 52 Weeks,1320
Gynaecology Service,Ethnicity,C: Any other white background,Total,41755
Gynaecology Service,Ethnicity,D: White and Black Caribbean,Unknown Clock Start,*
Gynaecology Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,1690
Gynaecology Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,1360
Gynaecology Service,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,120
Gynaecology Service,Ethnicity,D: White and Black Caribbean,Total,3170
Gynaecology Service,Ethnicity,E: White and Black African,Unknown Clock Start,*
Gynaecology Service,Ethnicity,E: White and Black African,01 To 18 Weeks,915
Gynaecology Service,Ethnicity,E: White and Black African,18 To 52 Weeks,715
Gynaecology Service,Ethnicity,E: White and Black African,Over 52 Weeks,50
Gynaecology Service,Ethnicity,E: White and Black African,Total,1680
Gynaecology Service,Ethnicity,F: White and Asian,Unknown Clock Start,*
Gynaecology Service,Ethnicity,F: White and Asian,01 To 18 Weeks,1035
Gynaecology Service,Ethnicity,F: White and Asian,18 To 52 Weeks,825
Gynaecology Service,Ethnicity,F: White and Asian,Over 52 Weeks,80
Gynaecology Service,Ethnicity,F: White and Asian,Total,1945
Gynaecology Service,Ethnicity,G: Any other mixed background,Unknown Clock Start,10
Gynaecology Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,2680
Gynaecology Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,2095
Gynaecology Service,Ethnicity,G: Any other mixed background,Over 52 Weeks,175
Gynaecology Service,Ethnicity,G: Any other mixed background,Total,4960
Gynaecology Service,Ethnicity,H: Indian,Unknown Clock Start,*
Gynaecology Service,Ethnicity,H: Indian,01 To 18 Weeks,9150
Gynaecology Service,Ethnicity,H: Indian,18 To 52 Weeks,6915
Gynaecology Service,Ethnicity,H: Indian,Over 52 Weeks,560
Gynaecology Service,Ethnicity,H: Indian,Total,16630
Gynaecology Service,Ethnicity,J: Pakistani,Unknown Clock Start,*
Gynaecology Service,Ethnicity,J: Pakistani,01 To 18 Weeks,9330
Gynaecology Service,Ethnicity,J: Pakistani,18 To 52 Weeks,7855
Gynaecology Service,Ethnicity,J: Pakistani,Over 52 Weeks,530
Gynaecology Service,Ethnicity,J: Pakistani,Total,17720
Gynaecology Service,Ethnicity,K: Bangladeshi,Unknown Clock Start,*
Gynaecology Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,3725
Gynaecology Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,2825
Gynaecology Service,Ethnicity,K: Bangladeshi,Over 52 Weeks,240
Gynaecology Service,Ethnicity,K: Bangladeshi,Total,6790
Gynaecology Service,Ethnicity,L: Any other Asian background,Unknown Clock Start,10
Gynaecology Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,7485
Gynaecology Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,5700
Gynaecology Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,440
Gynaecology Service,Ethnicity,L: Any other Asian background,Total,13630
Gynaecology Service,Ethnicity,M: Caribbean,Unknown Clock Start,*
Gynaecology Service,Ethnicity,M: Caribbean,01 To 18 Weeks,4465
Gynaecology Service,Ethnicity,M: Caribbean,18 To 52 Weeks,3430
Gynaecology Service,Ethnicity,M: Caribbean,Over 52 Weeks,310
Gynaecology Service,Ethnicity,M: Caribbean,Total,8210
Gynaecology Service,Ethnicity,N: African,Unknown Clock Start,*
Gynaecology Service,Ethnicity,N: African,01 To 18 Weeks,9765
Gynaecology Service,Ethnicity,N: African,18 To 52 Weeks,8010
Gynaecology Service,Ethnicity,N: African,Over 52 Weeks,735
Gynaecology Service,Ethnicity,N: African,Total,18520
Gynaecology Service,Ethnicity,P: Any other Black background,Unknown Clock Start,10
Gynaecology Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,3985
Gynaecology Service,Ethnicity,P: Any other Black background,18 To 52 Weeks,3235
Gynaecology Service,Ethnicity,P: Any other Black background,Over 52 Weeks,265
Gynaecology Service,Ethnicity,P: Any other Black background,Total,7495
Gynaecology Service,Ethnicity,R: Chinese,Unknown Clock Start,*
Gynaecology Service,Ethnicity,R: Chinese,01 To 18 Weeks,1590
Gynaecology Service,Ethnicity,R: Chinese,18 To 52 Weeks,1090
Gynaecology Service,Ethnicity,R: Chinese,Over 52 Weeks,90
Gynaecology Service,Ethnicity,R: Chinese,Total,2775
Gynaecology Service,Ethnicity,S: Any other ethnic group,Unknown Clock Start,*
Gynaecology Service,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,4260
Gynaecology Service,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,3210
Gynaecology Service,Ethnicity,S: Any other ethnic group,Over 52 Weeks,225
Gynaecology Service,Ethnicity,S: Any other ethnic group,Total,7705
Gynaecology Service,Ethnicity,Z: Not stated,Unknown Clock Start,70
Gynaecology Service,Ethnicity,Z: Not stated,01 To 18 Weeks,15100
Gynaecology Service,Ethnicity,Z: Not stated,18 To 52 Weeks,10025
Gynaecology Service,Ethnicity,Z: Not stated,Over 52 Weeks,790
Gynaecology Service,Ethnicity,Z: Not stated,Total,25980
Gynaecology Service,IMD,1,Unknown Clock Start,105
Gynaecology Service,IMD,1,01 To 18 Weeks,35010
Gynaecology Service,IMD,1,18 To 52 Weeks,28435
Gynaecology Service,IMD,1,Over 52 Weeks,2390
Gynaecology Service,IMD,1,Total,65940
Gynaecology Service,IMD,10,Unknown Clock Start,35
Gynaecology Service,IMD,10,01 To 18 Weeks,24315
Gynaecology Service,IMD,10,18 To 52 Weeks,16870
Gynaecology Service,IMD,10,Over 52 Weeks,1215
Gynaecology Service,IMD,10,Total,42430
Gynaecology Service,IMD,2,Unknown Clock Start,120
Gynaecology Service,IMD,2,01 To 18 Weeks,35165
Gynaecology Service,IMD,2,18 To 52 Weeks,26455
Gynaecology Service,IMD,2,Over 52 Weeks,2320
Gynaecology Service,IMD,2,Total,64055
Gynaecology Service,IMD,3,Unknown Clock Start,80
Gynaecology Service,IMD,3,01 To 18 Weeks,34335
Gynaecology Service,IMD,3,18 To 52 Weeks,25420
Gynaecology Service,IMD,3,Over 52 Weeks,2125
Gynaecology Service,IMD,3,Total,61955
Gynaecology Service,IMD,4,Unknown Clock Start,130
Gynaecology Service,IMD,4,01 To 18 Weeks,32345
Gynaecology Service,IMD,4,18 To 52 Weeks,23970
Gynaecology Service,IMD,4,Over 52 Weeks,2120
Gynaecology Service,IMD,4,Total,58565
Gynaecology Service,IMD,5,Unknown Clock Start,160
Gynaecology Service,IMD,5,01 To 18 Weeks,31410
Gynaecology Service,IMD,5,18 To 52 Weeks,22765
Gynaecology Service,IMD,5,Over 52 Weeks,1890
Gynaecology Service,IMD,5,Total,56225
Gynaecology Service,IMD,6,Unknown Clock Start,95
Gynaecology Service,IMD,6,01 To 18 Weeks,30245
Gynaecology Service,IMD,6,18 To 52 Weeks,22080
Gynaecology Service,IMD,6,Over 52 Weeks,1815
Gynaecology Service,IMD,6,Total,54235
Gynaecology Service,IMD,7,Unknown Clock Start,115
Gynaecology Service,IMD,7,01 To 18 Weeks,29420
Gynaecology Service,IMD,7,18 To 52 Weeks,20975
Gynaecology Service,IMD,7,Over 52 Weeks,1605
Gynaecology Service,IMD,7,Total,52120
Gynaecology Service,IMD,8,Unknown Clock Start,75
Gynaecology Service,IMD,8,01 To 18 Weeks,28800
Gynaecology Service,IMD,8,18 To 52 Weeks,20555
Gynaecology Service,IMD,8,Over 52 Weeks,1705
Gynaecology Service,IMD,8,Total,51135
Gynaecology Service,IMD,9,Unknown Clock Start,60
Gynaecology Service,IMD,9,01 To 18 Weeks,27220
Gynaecology Service,IMD,9,18 To 52 Weeks,19325
Gynaecology Service,IMD,9,Over 52 Weeks,1510
Gynaecology Service,IMD,9,Total,48115
Gynaecology Service,Sex,Female,Unknown Clock Start,985
Gynaecology Service,Sex,Female,01 To 18 Weeks,283985
Gynaecology Service,Sex,Female,18 To 52 Weeks,212275
Gynaecology Service,Sex,Female,Over 52 Weeks,18215
Gynaecology Service,Sex,Female,Total,515460
Gynaecology Service,Sex,Male,Unknown Clock Start,10
Gynaecology Service,Sex,Male,01 To 18 Weeks,7525
Gynaecology Service,Sex,Male,18 To 52 Weeks,3525
Gynaecology Service,Sex,Male,Over 52 Weeks,140
Gynaecology Service,Sex,Male,Total,11200
Neurology Service,Age,0-18 Years,Unknown Clock Start,*
Neurology Service,Age,0-18 Years,01 To 18 Weeks,4170
Neurology Service,Age,0-18 Years,18 To 52 Weeks,2455
Neurology Service,Age,0-18 Years,Over 52 Weeks,140
Neurology Service,Age,0-18 Years,Total,6765
Neurology Service,Age,19-64 Years,Unknown Clock Start,30
Neurology Service,Age,19-64 Years,01 To 18 Weeks,80375
Neurology Service,Age,19-64 Years,18 To 52 Weeks,62740
Neurology Service,Age,19-64 Years,Over 52 Weeks,4900
Neurology Service,Age,19-64 Years,Total,148050
Neurology Service,Age,Over 65 Years,Unknown Clock Start,15
Neurology Service,Age,Over 65 Years,01 To 18 Weeks,33950
Neurology Service,Age,Over 65 Years,18 To 52 Weeks,25965
Neurology Service,Age,Over 65 Years,Over 52 Weeks,2165
Neurology Service,Age,Over 65 Years,Total,62095
Neurology Service,Ethnicity,99: Not known,01 To 18 Weeks,6510
Neurology Service,Ethnicity,99: Not known,18 To 52 Weeks,2610
Neurology Service,Ethnicity,99: Not known,Over 52 Weeks,175
Neurology Service,Ethnicity,99: Not known,Total,9300
Neurology Service,Ethnicity,A: British,Unknown Clock Start,30
Neurology Service,Ethnicity,A: British,01 To 18 Weeks,86745
Neurology Service,Ethnicity,A: British,18 To 52 Weeks,65100
Neurology Service,Ethnicity,A: British,Over 52 Weeks,5085
Neurology Service,Ethnicity,A: British,Total,156965
Neurology Service,Ethnicity,B: Irish,01 To 18 Weeks,730
Neurology Service,Ethnicity,B: Irish,18 To 52 Weeks,565
Neurology Service,Ethnicity,B: Irish,Over 52 Weeks,45
Neurology Service,Ethnicity,B: Irish,Total,1335
Neurology Service,Ethnicity,C: Any other white background,Unknown Clock Start,*
Neurology Service,Ethnicity,C: Any other white background,01 To 18 Weeks,7505
Neurology Service,Ethnicity,C: Any other white background,18 To 52 Weeks,6025
Neurology Service,Ethnicity,C: Any other white background,Over 52 Weeks,505
Neurology Service,Ethnicity,C: Any other white background,Total,14035
Neurology Service,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,565
Neurology Service,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,405
Neurology Service,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,25
Neurology Service,Ethnicity,D: White and Black Caribbean,Total,995
Neurology Service,Ethnicity,E: White and Black African,01 To 18 Weeks,255
Neurology Service,Ethnicity,E: White and Black African,18 To 52 Weeks,175
Neurology Service,Ethnicity,E: White and Black African,Over 52 Weeks,20
Neurology Service,Ethnicity,E: White and Black African,Total,445
Neurology Service,Ethnicity,F: White and Asian,Unknown Clock Start,*
Neurology Service,Ethnicity,F: White and Asian,01 To 18 Weeks,335
Neurology Service,Ethnicity,F: White and Asian,18 To 52 Weeks,270
Neurology Service,Ethnicity,F: White and Asian,Over 52 Weeks,15
Neurology Service,Ethnicity,F: White and Asian,Total,620
Neurology Service,Ethnicity,G: Any other mixed background,Unknown Clock Start,*
Neurology Service,Ethnicity,G: Any other mixed background,01 To 18 Weeks,900
Neurology Service,Ethnicity,G: Any other mixed background,18 To 52 Weeks,640
Neurology Service,Ethnicity,G: Any other mixed background,Over 52 Weeks,40
Neurology Service,Ethnicity,G: Any other mixed background,Total,1580
Neurology Service,Ethnicity,H: Indian,01 To 18 Weeks,3115
Neurology Service,Ethnicity,H: Indian,18 To 52 Weeks,2390
Neurology Service,Ethnicity,H: Indian,Over 52 Weeks,160
Neurology Service,Ethnicity,H: Indian,Total,5670
Neurology Service,Ethnicity,J: Pakistani,01 To 18 Weeks,2810
Neurology Service,Ethnicity,J: Pakistani,18 To 52 Weeks,2395
Neurology Service,Ethnicity,J: Pakistani,Over 52 Weeks,195
Neurology Service,Ethnicity,J: Pakistani,Total,5395
Neurology Service,Ethnicity,K: Bangladeshi,01 To 18 Weeks,975
Neurology Service,Ethnicity,K: Bangladeshi,18 To 52 Weeks,850
Neurology Service,Ethnicity,K: Bangladeshi,Over 52 Weeks,70
Neurology Service,Ethnicity,K: Bangladeshi,Total,1895
Neurology Service,Ethnicity,L: Any other Asian background,01 To 18 Weeks,2595
Neurology Service,Ethnicity,L: Any other Asian background,18 To 52 Weeks,2140
Neurology Service,Ethnicity,L: Any other Asian background,Over 52 Weeks,155
Neurology Service,Ethnicity,L: Any other Asian background,Total,4895
Neurology Service,Ethnicity,M: Caribbean,Unknown Clock Start,*
Neurology Service,Ethnicity,M: Caribbean,01 To 18 Weeks,1530
Neurology Service,Ethnicity,M: Caribbean,18 To 52 Weeks,1200
Neurology Service,Ethnicity,M: Caribbean,Over 52 Weeks,95
Neurology Service,Ethnicity,M: Caribbean,Total,2825
Neurology Service,Ethnicity,N: African,01 To 18 Weeks,2365
Neurology Service,Ethnicity,N: African,18 To 52 Weeks,1725
Neurology Service,Ethnicity,N: African,Over 52 Weeks,160
Neurology Service,Ethnicity,N: African,Total,4250
Neurology Service,Ethnicity,P: Any other Black background,Unknown Clock Start,*
Neurology Service,Ethnicity,P: Any other Black background,01 To 18 Weeks,1145
