Code,Name,Geography,Metric,Category,Waiting Bands,Count
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,IMD,8,01 To 18 Weeks,7465
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,IMD,8,18 To 52 Weeks,5100
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,IMD,8,Over 52 Weeks,525
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,IMD,8,Total,13095
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,IMD,9,01 To 18 Weeks,7230
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,IMD,9,18 To 52 Weeks,4785
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,IMD,9,Over 52 Weeks,455
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,IMD,9,Total,12465
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,Sex,Female,Unknown Clock Start,*
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,Sex,Female,01 To 18 Weeks,39695
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,Sex,Female,18 To 52 Weeks,28210
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,Sex,Female,Over 52 Weeks,2655
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,Sex,Female,Total,70560
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,Sex,Male,01 To 18 Weeks,29500
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,Sex,Male,18 To 52 Weeks,20835
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,Sex,Male,Over 52 Weeks,2060
QJG,SUFFOLK AND NORTH EAST ESSEX ICB,NHS ACUTE,Sex,Male,Total,52395
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,0-18 Years,01 To 18 Weeks,8215
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,0-18 Years,18 To 52 Weeks,6490
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,0-18 Years,Over 52 Weeks,490
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,0-18 Years,Total,15195
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,19-64 Years,01 To 18 Weeks,39585
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,19-64 Years,18 To 52 Weeks,32825
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,19-64 Years,Over 52 Weeks,2145
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,19-64 Years,Total,74550
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,Over 65 Years,01 To 18 Weeks,26880
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,Over 65 Years,18 To 52 Weeks,19100
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,Over 65 Years,Over 52 Weeks,1120
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Age,Over 65 Years,Total,47095
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,99: Not known,01 To 18 Weeks,585
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,99: Not known,18 To 52 Weeks,445
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,99: Not known,Over 52 Weeks,25
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,99: Not known,Total,1060
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,A: British,01 To 18 Weeks,55015
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,A: British,18 To 52 Weeks,41345
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,A: British,Over 52 Weeks,2630
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,A: British,Total,98990
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,B: Irish,01 To 18 Weeks,525
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,B: Irish,18 To 52 Weeks,390
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,B: Irish,Over 52 Weeks,15
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,B: Irish,Total,930
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,C: Any other white background,01 To 18 Weeks,6045
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,C: Any other white background,18 To 52 Weeks,4785
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,C: Any other white background,Over 52 Weeks,360
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,C: Any other white background,Total,11190
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,190
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,165
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,*
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Total,360
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,E: White and Black African,01 To 18 Weeks,180
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,E: White and Black African,18 To 52 Weeks,110
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,E: White and Black African,Over 52 Weeks,*
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,E: White and Black African,Total,295
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,F: White and Asian,01 To 18 Weeks,345
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,F: White and Asian,18 To 52 Weeks,245
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,F: White and Asian,Over 52 Weeks,15
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,F: White and Asian,Total,610
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,G: Any other mixed background,01 To 18 Weeks,745
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,G: Any other mixed background,18 To 52 Weeks,580
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,G: Any other mixed background,Over 52 Weeks,30
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,G: Any other mixed background,Total,1355
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,H: Indian,01 To 18 Weeks,2205
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,H: Indian,18 To 52 Weeks,1725
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,H: Indian,Over 52 Weeks,105
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,H: Indian,Total,4030
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,J: Pakistani,01 To 18 Weeks,1380
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,J: Pakistani,18 To 52 Weeks,1225
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,J: Pakistani,Over 52 Weeks,65
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,J: Pakistani,Total,2670
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,K: Bangladeshi,01 To 18 Weeks,260
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,K: Bangladeshi,18 To 52 Weeks,220
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,K: Bangladeshi,Over 52 Weeks,10
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,K: Bangladeshi,Total,490
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,L: Any other Asian background,01 To 18 Weeks,2045
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,L: Any other Asian background,18 To 52 Weeks,1680
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,L: Any other Asian background,Over 52 Weeks,115
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,L: Any other Asian background,Total,3840
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,M: Caribbean,01 To 18 Weeks,330
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,M: Caribbean,18 To 52 Weeks,250
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,M: Caribbean,Over 52 Weeks,25
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,M: Caribbean,Total,600
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,N: African,01 To 18 Weeks,850
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,N: African,18 To 52 Weeks,675
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,N: African,Over 52 Weeks,35
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,N: African,Total,1565
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,P: Any other Black background,01 To 18 Weeks,490
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,P: Any other Black background,18 To 52 Weeks,400
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,P: Any other Black background,Over 52 Weeks,15
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,P: Any other Black background,Total,905
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,R: Chinese,01 To 18 Weeks,330
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,R: Chinese,18 To 52 Weeks,245
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,R: Chinese,Over 52 Weeks,25
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,R: Chinese,Total,600
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,750
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,685
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,S: Any other ethnic group,Over 52 Weeks,35
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,S: Any other ethnic group,Total,1470
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,Z: Not stated,01 To 18 Weeks,5440
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,Z: Not stated,18 To 52 Weeks,3920
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,Z: Not stated,Over 52 Weeks,235
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Ethnicity,Z: Not stated,Total,9590
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,1,01 To 18 Weeks,180
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,1,18 To 52 Weeks,165
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,1,Over 52 Weeks,10
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,1,Total,355
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,10,01 To 18 Weeks,17155
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,10,18 To 52 Weeks,12510
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,10,Over 52 Weeks,925
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,10,Total,30595
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,2,01 To 18 Weeks,915
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,2,18 To 52 Weeks,735
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,2,Over 52 Weeks,35
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,2,Total,1685
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,3,01 To 18 Weeks,2875
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,3,18 To 52 Weeks,2345
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,3,Over 52 Weeks,155
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,3,Total,5375
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,4,01 To 18 Weeks,7650
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,4,18 To 52 Weeks,6145
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,4,Over 52 Weeks,285
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,4,Total,14080
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,5,01 To 18 Weeks,7550
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,5,18 To 52 Weeks,5845
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,5,Over 52 Weeks,375
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,5,Total,13770
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,6,01 To 18 Weeks,8365
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,6,18 To 52 Weeks,6440
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,6,Over 52 Weeks,375
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,6,Total,15180
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,7,01 To 18 Weeks,8320
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,7,18 To 52 Weeks,6315
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,7,Over 52 Weeks,380
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,7,Total,15015
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,8,01 To 18 Weeks,10380
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,8,18 To 52 Weeks,7745
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,8,Over 52 Weeks,470
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,8,Total,18600
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,9,01 To 18 Weeks,12940
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,9,18 To 52 Weeks,9790
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,9,Over 52 Weeks,665
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,IMD,9,Total,23400
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Sex,Female,01 To 18 Weeks,34805
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Sex,Female,18 To 52 Weeks,32130
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Sex,Female,Over 52 Weeks,2070
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Sex,Female,Total,69010
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Sex,Male,01 To 18 Weeks,25400
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Sex,Male,18 To 52 Weeks,23390
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Sex,Male,Over 52 Weeks,1680
QXU,SURREY HEARTLANDS ICB,NHS ACUTE,Sex,Male,Total,50475
QNX,SUSSEX ICB,NHS ACUTE,Age,0-18 Years,01 To 18 Weeks,8230
QNX,SUSSEX ICB,NHS ACUTE,Age,0-18 Years,18 To 52 Weeks,6640
QNX,SUSSEX ICB,NHS ACUTE,Age,0-18 Years,Over 52 Weeks,720
QNX,SUSSEX ICB,NHS ACUTE,Age,0-18 Years,Total,15590
QNX,SUSSEX ICB,NHS ACUTE,Age,19-64 Years,Unknown Clock Start,*
QNX,SUSSEX ICB,NHS ACUTE,Age,19-64 Years,01 To 18 Weeks,51340
QNX,SUSSEX ICB,NHS ACUTE,Age,19-64 Years,18 To 52 Weeks,42325
QNX,SUSSEX ICB,NHS ACUTE,Age,19-64 Years,Over 52 Weeks,3935
QNX,SUSSEX ICB,NHS ACUTE,Age,19-64 Years,Total,97600
QNX,SUSSEX ICB,NHS ACUTE,Age,Over 65 Years,Unknown Clock Start,*
QNX,SUSSEX ICB,NHS ACUTE,Age,Over 65 Years,01 To 18 Weeks,40500
QNX,SUSSEX ICB,NHS ACUTE,Age,Over 65 Years,18 To 52 Weeks,27945
QNX,SUSSEX ICB,NHS ACUTE,Age,Over 65 Years,Over 52 Weeks,2535
QNX,SUSSEX ICB,NHS ACUTE,Age,Over 65 Years,Total,70985
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,99: Not known,01 To 18 Weeks,435
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,99: Not known,18 To 52 Weeks,235
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,99: Not known,Over 52 Weeks,10
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,99: Not known,Total,675
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,A: British,Unknown Clock Start,*
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,A: British,01 To 18 Weeks,79100
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,A: British,18 To 52 Weeks,61865
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,A: British,Over 52 Weeks,5930
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,A: British,Total,146895
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,B: Irish,01 To 18 Weeks,585
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,B: Irish,18 To 52 Weeks,425
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,B: Irish,Over 52 Weeks,55
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,B: Irish,Total,1065
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,C: Any other white background,01 To 18 Weeks,5195
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,C: Any other white background,18 To 52 Weeks,4425
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,C: Any other white background,Over 52 Weeks,485
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,C: Any other white background,Total,10105
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,D: White and Black Caribbean,01 To 18 Weeks,190
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,D: White and Black Caribbean,18 To 52 Weeks,170
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Over 52 Weeks,25
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,D: White and Black Caribbean,Total,385
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,E: White and Black African,01 To 18 Weeks,225
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,E: White and Black African,18 To 52 Weeks,180
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,E: White and Black African,Over 52 Weeks,15
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,E: White and Black African,Total,420
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,F: White and Asian,01 To 18 Weeks,285
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,F: White and Asian,18 To 52 Weeks,230
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,F: White and Asian,Over 52 Weeks,30
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,F: White and Asian,Total,545
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,G: Any other mixed background,01 To 18 Weeks,650
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,G: Any other mixed background,18 To 52 Weeks,570
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,G: Any other mixed background,Over 52 Weeks,60
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,G: Any other mixed background,Total,1280
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,H: Indian,01 To 18 Weeks,640
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,H: Indian,18 To 52 Weeks,520
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,H: Indian,Over 52 Weeks,40
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,H: Indian,Total,1200
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,J: Pakistani,01 To 18 Weeks,165
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,J: Pakistani,18 To 52 Weeks,115
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,J: Pakistani,Over 52 Weeks,*
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,J: Pakistani,Total,285
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,K: Bangladeshi,01 To 18 Weeks,250
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,K: Bangladeshi,18 To 52 Weeks,205
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,K: Bangladeshi,Over 52 Weeks,30
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,K: Bangladeshi,Total,485
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,L: Any other Asian background,01 To 18 Weeks,1130
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,L: Any other Asian background,18 To 52 Weeks,850
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,L: Any other Asian background,Over 52 Weeks,75
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,L: Any other Asian background,Total,2060
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,M: Caribbean,01 To 18 Weeks,205
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,M: Caribbean,18 To 52 Weeks,170
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,M: Caribbean,Over 52 Weeks,20
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,M: Caribbean,Total,390
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,N: African,01 To 18 Weeks,555
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,N: African,18 To 52 Weeks,490
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,N: African,Over 52 Weeks,50
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,N: African,Total,1100
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,P: Any other Black background,01 To 18 Weeks,315
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,P: Any other Black background,18 To 52 Weeks,240
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,P: Any other Black background,Over 52 Weeks,25
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,P: Any other Black background,Total,580
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,R: Chinese,01 To 18 Weeks,195
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,R: Chinese,18 To 52 Weeks,155
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,R: Chinese,Over 52 Weeks,15
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,R: Chinese,Total,365
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,S: Any other ethnic group,01 To 18 Weeks,370
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,S: Any other ethnic group,18 To 52 Weeks,315
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,S: Any other ethnic group,Over 52 Weeks,35
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,S: Any other ethnic group,Total,720
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,Z: Not stated,01 To 18 Weeks,10680
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,Z: Not stated,18 To 52 Weeks,8275
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,Z: Not stated,Over 52 Weeks,710
QNX,SUSSEX ICB,NHS ACUTE,Ethnicity,Z: Not stated,Total,19665
QNX,SUSSEX ICB,NHS ACUTE,IMD,1,01 To 18 Weeks,5045
QNX,SUSSEX ICB,NHS ACUTE,IMD,1,18 To 52 Weeks,4145
QNX,SUSSEX ICB,NHS ACUTE,IMD,1,Over 52 Weeks,340
QNX,SUSSEX ICB,NHS ACUTE,IMD,1,Total,9535
QNX,SUSSEX ICB,NHS ACUTE,IMD,10,Unknown Clock Start,*
QNX,SUSSEX ICB,NHS ACUTE,IMD,10,01 To 18 Weeks,8940
QNX,SUSSEX ICB,NHS ACUTE,IMD,10,18 To 52 Weeks,6755
QNX,SUSSEX ICB,NHS ACUTE,IMD,10,Over 52 Weeks,660
QNX,SUSSEX ICB,NHS ACUTE,IMD,10,Total,16355
QNX,SUSSEX ICB,NHS ACUTE,IMD,2,01 To 18 Weeks,6535
QNX,SUSSEX ICB,NHS ACUTE,IMD,2,18 To 52 Weeks,5090
QNX,SUSSEX ICB,NHS ACUTE,IMD,2,Over 52 Weeks,450
QNX,SUSSEX ICB,NHS ACUTE,IMD,2,Total,12075
QNX,SUSSEX ICB,NHS ACUTE,IMD,3,01 To 18 Weeks,8330
QNX,SUSSEX ICB,NHS ACUTE,IMD,3,18 To 52 Weeks,6800
QNX,SUSSEX ICB,NHS ACUTE,IMD,3,Over 52 Weeks,705
QNX,SUSSEX ICB,NHS ACUTE,IMD,3,Total,15835
QNX,SUSSEX ICB,NHS ACUTE,IMD,4,01 To 18 Weeks,8480
QNX,SUSSEX ICB,NHS ACUTE,IMD,4,18 To 52 Weeks,6580
QNX,SUSSEX ICB,NHS ACUTE,IMD,4,Over 52 Weeks,590
QNX,SUSSEX ICB,NHS ACUTE,IMD,4,Total,15650
QNX,SUSSEX ICB,NHS ACUTE,IMD,5,01 To 18 Weeks,11695
QNX,SUSSEX ICB,NHS ACUTE,IMD,5,18 To 52 Weeks,9410
QNX,SUSSEX ICB,NHS ACUTE,IMD,5,Over 52 Weeks,900
QNX,SUSSEX ICB,NHS ACUTE,IMD,5,Total,22000
QNX,SUSSEX ICB,NHS ACUTE,IMD,6,01 To 18 Weeks,14680
QNX,SUSSEX ICB,NHS ACUTE,IMD,6,18 To 52 Weeks,11760
QNX,SUSSEX ICB,NHS ACUTE,IMD,6,Over 52 Weeks,1125
QNX,SUSSEX ICB,NHS ACUTE,IMD,6,Total,27565
QNX,SUSSEX ICB,NHS ACUTE,IMD,7,01 To 18 Weeks,11950
QNX,SUSSEX ICB,NHS ACUTE,IMD,7,18 To 52 Weeks,9370
QNX,SUSSEX ICB,NHS ACUTE,IMD,7,Over 52 Weeks,940
QNX,SUSSEX ICB,NHS ACUTE,IMD,7,Total,22260
QNX,SUSSEX ICB,NHS ACUTE,IMD,8,01 To 18 Weeks,13135
QNX,SUSSEX ICB,NHS ACUTE,IMD,8,18 To 52 Weeks,9985
QNX,SUSSEX ICB,NHS ACUTE,IMD,8,Over 52 Weeks,885
QNX,SUSSEX ICB,NHS ACUTE,IMD,8,Total,24005
QNX,SUSSEX ICB,NHS ACUTE,IMD,9,Unknown Clock Start,*
QNX,SUSSEX ICB,NHS ACUTE,IMD,9,01 To 18 Weeks,10310
QNX,SUSSEX ICB,NHS ACUTE,IMD,9,18 To 52 Weeks,7755
QNX,SUSSEX ICB,NHS ACUTE,IMD,9,Over 52 Weeks,835
QNX,SUSSEX ICB,NHS ACUTE,IMD,9,Total,18905
QNX,SUSSEX ICB,NHS ACUTE,Sex,Female,01 To 18 Weeks,26455
QNX,SUSSEX ICB,NHS ACUTE,Sex,Female,18 To 52 Weeks,17950
QNX,SUSSEX ICB,NHS ACUTE,Sex,Female,Over 52 Weeks,825
QNX,SUSSEX ICB,NHS ACUTE,Sex,Female,Total,45230
QNX,SUSSEX ICB,NHS ACUTE,Sex,Male,01 To 18 Weeks,18880
QNX,SUSSEX ICB,NHS ACUTE,Sex,Male,18 To 52 Weeks,11545
QNX,SUSSEX ICB,NHS ACUTE,Sex,Male,Over 52 Weeks,570
